               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.036261,            0.011569,            0.015836,             0.80385,             0.99045,             0.96081,             0.57247,             0.01875,           0.0053709,            0.011381,           0.0068716,           0.0068716,           0.0068716
                 160,            0.040519,           0.0099619,            0.016016,             0.80385,             0.99045,             0.96081,             0.57247,             0.01875,           0.0053709,            0.011381,           0.0068518,           0.0068518,           0.0068518
                 161,            0.035619,            0.010963,            0.016401,             0.80461,             0.98763,             0.96882,              0.5904,            0.017378,           0.0050966,            0.011666,            0.006832,            0.006832,            0.006832
                 162,            0.031291,           0.0092722,             0.02288,             0.80461,             0.98763,             0.96882,              0.5904,            0.017378,           0.0050966,            0.011666,           0.0068122,           0.0068122,           0.0068122
                 163,            0.030036,           0.0087585,            0.013966,             0.94495,             0.98701,               0.995,             0.74452,             0.01283,           0.0049438,             0.01064,           0.0067924,           0.0067924,           0.0067924
                 164,            0.028613,           0.0077679,             0.01875,             0.94495,             0.98701,               0.995,             0.74452,             0.01283,           0.0049438,             0.01064,           0.0067726,           0.0067726,           0.0067726
                 165,            0.031814,           0.0084057,            0.020196,             0.91033,                   1,             0.98591,             0.83133,            0.017833,           0.0049028,            0.010143,           0.0067528,           0.0067528,           0.0067528
                 166,            0.036445,           0.0091046,            0.018802,             0.91033,                   1,             0.98591,             0.83133,            0.017833,           0.0049028,            0.010143,            0.006733,            0.006733,            0.006733
                 167,            0.030106,            0.010537,            0.017956,             0.67006,                   1,             0.93534,             0.53637,            0.016676,           0.0048447,            0.009413,           0.0067132,           0.0067132,           0.0067132
                 168,            0.027515,           0.0085614,            0.018559,             0.67006,                   1,             0.93534,             0.53637,            0.016676,           0.0048447,            0.009413,           0.0066934,           0.0066934,           0.0066934
                 169,            0.029775,           0.0098636,            0.014049,             0.96067,             0.89334,               0.995,             0.71262,            0.016779,           0.0046544,           0.0097453,           0.0066736,           0.0066736,           0.0066736
                 170,            0.034032,            0.010279,            0.016471,             0.96067,             0.89334,               0.995,             0.71262,            0.016779,           0.0046544,           0.0097453,           0.0066538,           0.0066538,           0.0066538
                 171,             0.03437,           0.0096061,            0.021245,             0.91507,             0.95607,               0.995,             0.69807,            0.016677,           0.0046107,           0.0097307,            0.006634,            0.006634,            0.006634
                 172,            0.026763,           0.0071736,            0.014098,             0.91507,             0.95607,               0.995,             0.69807,            0.016677,           0.0046107,           0.0097307,           0.0066142,           0.0066142,           0.0066142
                 173,             0.03011,           0.0096817,            0.014497,             0.96819,                   1,               0.995,             0.80326,            0.013732,           0.0045591,            0.009413,           0.0065944,           0.0065944,           0.0065944
                 174,            0.035387,            0.010642,            0.013749,             0.96819,                   1,               0.995,             0.80326,            0.013732,           0.0045591,            0.009413,           0.0065746,           0.0065746,           0.0065746
                 175,             0.03468,            0.008591,            0.011748,             0.54589,                   1,             0.73343,             0.49522,            0.021412,           0.0047808,            0.009006,           0.0065548,           0.0065548,           0.0065548
                 176,            0.035239,           0.0080678,            0.012098,             0.54589,                   1,             0.73343,             0.49522,            0.021412,           0.0047808,            0.009006,            0.006535,            0.006535,            0.006535
                 177,            0.035575,            0.010364,            0.010997,             0.98238,                   1,               0.995,             0.79679,            0.012938,           0.0044736,           0.0089006,           0.0065152,           0.0065152,           0.0065152
                 178,            0.033476,           0.0080602,            0.014953,             0.98238,                   1,               0.995,             0.79679,            0.012938,           0.0044736,           0.0089006,           0.0064954,           0.0064954,           0.0064954
                 179,            0.034498,           0.0098881,            0.016802,             0.61396,                   1,             0.80133,             0.42409,            0.018523,           0.0045782,           0.0086704,           0.0064756,           0.0064756,           0.0064756
                 180,            0.030006,           0.0072822,            0.014151,             0.61396,                   1,             0.80133,             0.42409,            0.018523,           0.0045782,           0.0086704,           0.0064558,           0.0064558,           0.0064558
                 181,            0.030423,           0.0073261,            0.017078,             0.98954,                   1,               0.995,             0.68071,            0.015468,           0.0042422,           0.0087515,            0.006436,            0.006436,            0.006436
                 182,            0.035594,           0.0080289,            0.022059,             0.98954,                   1,               0.995,             0.68071,            0.015468,           0.0042422,           0.0087515,           0.0064162,           0.0064162,           0.0064162
                 183,            0.029921,           0.0090264,             0.01342,             0.90758,             0.97205,               0.995,             0.58587,             0.01823,           0.0044468,           0.0096302,           0.0063964,           0.0063964,           0.0063964
                 184,            0.030426,           0.0086013,            0.021933,             0.90758,             0.97205,               0.995,             0.58587,             0.01823,           0.0044468,           0.0096302,           0.0063766,           0.0063766,           0.0063766
                 185,            0.032865,            0.011359,            0.014586,             0.75918,                   1,             0.90683,             0.60489,            0.015321,           0.0045691,           0.0083543,           0.0063568,           0.0063568,           0.0063568
                 186,            0.033255,           0.0095629,            0.011474,             0.75918,                   1,             0.90683,             0.60489,            0.015321,           0.0045691,           0.0083543,            0.006337,            0.006337,            0.006337
                 187,            0.034045,           0.0084927,           0.0097955,             0.92354,             0.98806,               0.995,             0.57185,            0.019771,           0.0046946,           0.0081792,           0.0063172,           0.0063172,           0.0063172
                 188,            0.032465,           0.0080435,            0.021855,             0.92354,             0.98806,               0.995,             0.57185,            0.019771,           0.0046946,           0.0081792,           0.0062974,           0.0062974,           0.0062974
                 189,            0.034408,           0.0087077,           0.0086284,             0.93985,             0.99419,               0.995,             0.64238,            0.015558,           0.0046427,           0.0075923,           0.0062776,           0.0062776,           0.0062776
                 190,            0.029213,           0.0081657,            0.014181,             0.93985,             0.99419,               0.995,             0.64238,            0.015558,           0.0046427,           0.0075923,           0.0062578,           0.0062578,           0.0062578
                 191,            0.030241,           0.0077583,           0.0097988,             0.97755,             0.99482,               0.995,             0.61528,            0.023111,           0.0047611,           0.0067476,            0.006238,            0.006238,            0.006238
                 192,            0.035328,            0.010216,            0.014111,             0.97755,             0.99482,               0.995,             0.61528,            0.023111,           0.0047611,           0.0067476,           0.0062182,           0.0062182,           0.0062182
                 193,             0.03377,           0.0098353,           0.0099953,             0.97852,             0.99543,               0.995,             0.72245,            0.014034,           0.0044523,           0.0064169,           0.0061984,           0.0061984,           0.0061984
                 194,            0.027798,            0.011271,            0.010497,             0.97852,             0.99543,               0.995,             0.72245,            0.014034,           0.0044523,           0.0064169,           0.0061786,           0.0061786,           0.0061786
                 195,            0.029718,            0.010447,            0.016304,              0.9237,                   1,               0.995,             0.65436,            0.014801,           0.0045301,           0.0056695,           0.0061588,           0.0061588,           0.0061588
                 196,            0.028184,           0.0073293,            0.010742,              0.9237,                   1,               0.995,             0.65436,            0.014801,           0.0045301,           0.0056695,            0.006139,            0.006139,            0.006139
                 197,            0.023386,           0.0082113,            0.014191,             0.94455,                   1,             0.98591,             0.83242,            0.013702,           0.0042142,           0.0054004,           0.0061192,           0.0061192,           0.0061192
                 198,            0.026564,           0.0094336,            0.016726,             0.94455,                   1,             0.98591,             0.83242,            0.013702,           0.0042142,           0.0054004,           0.0060994,           0.0060994,           0.0060994
                 199,            0.023915,           0.0092215,            0.015728,             0.97001,                   1,               0.995,             0.57484,            0.019338,           0.0045523,           0.0051742,           0.0060796,           0.0060796,           0.0060796
                 200,            0.033723,            0.010313,            0.014434,             0.97001,                   1,               0.995,             0.57484,            0.019338,           0.0045523,           0.0051742,           0.0060598,           0.0060598,           0.0060598
                 201,            0.029536,           0.0078752,           0.0078444,             0.82767,                   1,             0.97167,             0.67456,            0.018342,           0.0045219,           0.0050494,             0.00604,             0.00604,             0.00604
                 202,            0.034436,           0.0099669,           0.0093934,             0.82767,                   1,             0.97167,             0.67456,            0.018342,           0.0045219,           0.0050494,           0.0060202,           0.0060202,           0.0060202
                 203,            0.033791,           0.0095253,            0.010908,             0.98946,                   1,               0.995,             0.72619,            0.018987,           0.0045093,            0.004957,           0.0060004,           0.0060004,           0.0060004
                 204,            0.021496,           0.0061482,           0.0082073,             0.98946,                   1,               0.995,             0.72619,            0.018987,           0.0045093,            0.004957,           0.0059806,           0.0059806,           0.0059806
                 205,             0.02919,           0.0085013,             0.02646,              0.9881,                   1,               0.995,             0.87896,            0.013486,           0.0042734,            0.004974,           0.0059608,           0.0059608,           0.0059608
                 206,            0.029207,             0.00802,            0.010908,              0.9881,                   1,               0.995,             0.87896,            0.013486,           0.0042734,            0.004974,            0.005941,            0.005941,            0.005941
                 207,            0.028649,            0.011272,            0.010208,             0.98557,                   1,               0.995,             0.56343,            0.017787,           0.0046628,           0.0048783,           0.0059212,           0.0059212,           0.0059212
                 208,            0.027135,           0.0093251,           0.0074857,             0.98557,                   1,               0.995,             0.56343,            0.017787,           0.0046628,           0.0048783,           0.0059014,           0.0059014,           0.0059014
                 209,            0.033237,           0.0068951,            0.011154,             0.98734,                   1,               0.995,             0.82188,            0.014436,           0.0043324,           0.0048427,           0.0058816,           0.0058816,           0.0058816
                 210,            0.028729,           0.0094167,            0.010037,             0.98734,                   1,               0.995,             0.82188,            0.014436,           0.0043324,           0.0048427,           0.0058618,           0.0058618,           0.0058618
                 211,            0.030459,           0.0090767,            0.012226,             0.98439,                   1,               0.995,              0.8358,            0.013756,            0.004346,           0.0049124,            0.005842,            0.005842,            0.005842
                 212,            0.026023,             0.00676,            0.015092,             0.98439,                   1,               0.995,              0.8358,            0.013756,            0.004346,           0.0049124,           0.0058222,           0.0058222,           0.0058222
                 213,            0.027543,           0.0066041,            0.017752,             0.98869,                   1,               0.995,             0.42948,            0.020296,           0.0048162,           0.0047989,           0.0058024,           0.0058024,           0.0058024
                 214,              0.0367,           0.0087494,            0.010566,             0.98869,                   1,               0.995,             0.42948,            0.020296,           0.0048162,           0.0047989,           0.0057826,           0.0057826,           0.0057826
                 215,            0.032626,           0.0084952,           0.0072565,             0.98754,                   1,               0.995,             0.78058,            0.013307,           0.0043938,           0.0048021,           0.0057628,           0.0057628,           0.0057628
                 216,            0.027496,           0.0079108,           0.0073577,             0.98754,                   1,               0.995,             0.78058,            0.013307,           0.0043938,           0.0048021,            0.005743,            0.005743,            0.005743
                 217,             0.02729,           0.0068572,            0.011207,             0.99176,                   1,               0.995,             0.80941,            0.014004,           0.0044943,           0.0045954,           0.0057232,           0.0057232,           0.0057232
                 218,            0.030531,           0.0088037,           0.0098143,             0.99176,                   1,               0.995,             0.80941,            0.014004,           0.0044943,           0.0045954,           0.0057034,           0.0057034,           0.0057034
                 219,            0.030429,           0.0097601,            0.011167,             0.99267,                   1,               0.995,              0.6524,            0.013626,             0.00444,           0.0045484,           0.0056836,           0.0056836,           0.0056836
                 220,            0.027512,           0.0069864,           0.0089908,             0.99267,                   1,               0.995,              0.6524,            0.013626,             0.00444,           0.0045484,           0.0056638,           0.0056638,           0.0056638
                 221,            0.026428,           0.0081933,             0.01021,             0.99301,                   1,               0.995,              0.8628,            0.013623,           0.0044552,           0.0045079,            0.005644,            0.005644,            0.005644
                 222,            0.024257,           0.0090476,           0.0070312,             0.99301,                   1,               0.995,              0.8628,            0.013623,           0.0044552,           0.0045079,           0.0056242,           0.0056242,           0.0056242
                 223,            0.027423,           0.0069447,            0.016712,             0.98482,                   1,               0.995,             0.88799,            0.016033,           0.0045633,           0.0044422,           0.0056044,           0.0056044,           0.0056044
                 224,            0.030712,            0.009903,            0.010833,             0.98482,                   1,               0.995,             0.88799,            0.016033,           0.0045633,           0.0044422,           0.0055846,           0.0055846,           0.0055846
                 225,            0.029274,            0.009097,           0.0078208,              0.9099,                   1,             0.98667,             0.74354,            0.016517,           0.0045971,           0.0044503,           0.0055648,           0.0055648,           0.0055648
                 226,            0.028344,           0.0094993,           0.0077162,              0.9099,                   1,             0.98667,             0.74354,            0.016517,           0.0045971,           0.0044503,            0.005545,            0.005545,            0.005545
                 227,            0.028126,           0.0089513,           0.0080851,             0.99253,                   1,               0.995,             0.84055,            0.014503,           0.0045178,           0.0044503,           0.0055252,           0.0055252,           0.0055252
                 228,            0.024342,            0.009409,           0.0087783,             0.99253,                   1,               0.995,             0.84055,            0.014503,           0.0045178,           0.0044503,           0.0055054,           0.0055054,           0.0055054
                 229,            0.021809,           0.0097936,           0.0068973,             0.97975,                   1,               0.995,             0.79257,            0.014146,           0.0044589,           0.0044406,           0.0054856,           0.0054856,           0.0054856
                 230,            0.026601,           0.0076298,            0.007252,             0.97975,                   1,               0.995,             0.79257,            0.014146,           0.0044589,           0.0044406,           0.0054658,           0.0054658,           0.0054658
                 231,            0.025693,           0.0068835,            0.011867,              0.9915,                   1,               0.995,             0.82034,             0.01268,           0.0044308,            0.004426,            0.005446,            0.005446,            0.005446
                 232,            0.023922,             0.01034,           0.0074663,              0.9915,                   1,               0.995,             0.82034,             0.01268,           0.0044308,            0.004426,           0.0054262,           0.0054262,           0.0054262
                 233,            0.017656,            0.005927,           0.0063832,             0.98569,                   1,               0.995,             0.90966,            0.014378,            0.004346,           0.0043182,           0.0054064,           0.0054064,           0.0054064
                 234,            0.020668,           0.0071244,           0.0076956,             0.98569,                   1,               0.995,             0.90966,            0.014378,            0.004346,           0.0043182,           0.0053866,           0.0053866,           0.0053866
                 235,            0.022387,            0.008763,            0.008126,             0.99273,                   1,               0.995,             0.79588,            0.012759,            0.004211,           0.0042469,           0.0053668,           0.0053668,           0.0053668
                 236,            0.019462,           0.0091158,            0.012472,             0.99273,                   1,               0.995,             0.79588,            0.012759,            0.004211,           0.0042469,            0.005347,            0.005347,            0.005347
                 237,            0.023501,           0.0067399,           0.0074192,             0.99349,                   1,               0.995,             0.82323,            0.015178,           0.0043197,           0.0041334,           0.0053272,           0.0053272,           0.0053272
                 238,            0.027853,           0.0093701,           0.0081425,             0.99349,                   1,               0.995,             0.82323,            0.015178,           0.0043197,           0.0041334,           0.0053074,           0.0053074,           0.0053074
                 239,            0.022158,           0.0065375,           0.0062835,             0.99406,                   1,               0.995,             0.63931,             0.01959,           0.0045545,           0.0040839,           0.0052876,           0.0052876,           0.0052876
                 240,            0.034685,            0.010391,            0.010095,             0.99406,                   1,               0.995,             0.63931,             0.01959,           0.0045545,           0.0040839,           0.0052678,           0.0052678,           0.0052678
                 241,            0.033613,             0.01005,            0.013295,             0.99356,                   1,               0.995,             0.67468,            0.017795,           0.0042471,           0.0039915,            0.005248,            0.005248,            0.005248
                 242,            0.033162,           0.0065143,           0.0082759,             0.99356,                   1,               0.995,             0.67468,            0.017795,           0.0042471,           0.0039915,           0.0052282,           0.0052282,           0.0052282
                 243,            0.028547,           0.0082442,             0.00782,             0.99272,                   1,               0.995,             0.74412,            0.014429,           0.0040522,           0.0039291,           0.0052084,           0.0052084,           0.0052084
                 244,            0.025036,            0.010707,           0.0074112,             0.99272,                   1,               0.995,             0.74412,            0.014429,           0.0040522,           0.0039291,           0.0051886,           0.0051886,           0.0051886
                 245,            0.026024,           0.0091499,           0.0075377,             0.99314,                   1,               0.995,             0.80951,            0.013334,           0.0040029,           0.0039202,           0.0051688,           0.0051688,           0.0051688
                 246,            0.025459,           0.0091321,           0.0078587,             0.99314,                   1,               0.995,             0.80951,            0.013334,           0.0040029,           0.0039202,            0.005149,            0.005149,            0.005149
                 247,            0.026594,             0.00878,           0.0089643,             0.92298,                   1,               0.995,             0.78212,            0.014971,           0.0041965,           0.0038245,           0.0051292,           0.0051292,           0.0051292
                 248,            0.023803,           0.0084649,            0.013523,             0.92298,                   1,               0.995,             0.78212,            0.014971,           0.0041965,           0.0038245,           0.0051094,           0.0051094,           0.0051094
                 249,            0.022516,           0.0064403,           0.0056356,             0.99108,                   1,               0.995,             0.66285,            0.017022,           0.0042257,           0.0038051,           0.0050896,           0.0050896,           0.0050896
                 250,            0.029115,            0.010185,            0.010236,             0.99108,                   1,               0.995,             0.66285,            0.017022,           0.0042257,           0.0038051,           0.0050698,           0.0050698,           0.0050698
                 251,            0.027554,           0.0095708,           0.0085107,              0.9924,                   1,               0.995,             0.84886,            0.012457,           0.0038634,           0.0038124,             0.00505,             0.00505,             0.00505
                 252,            0.021886,            0.008332,            0.017769,              0.9924,                   1,               0.995,             0.84886,            0.012457,           0.0038634,           0.0038124,           0.0050302,           0.0050302,           0.0050302
                 253,            0.025683,           0.0071388,            0.006511,             0.99171,                   1,               0.995,             0.82101,            0.014816,           0.0041155,            0.003741,           0.0050104,           0.0050104,           0.0050104
                 254,            0.029002,           0.0083799,            0.017162,             0.99171,                   1,               0.995,             0.82101,            0.014816,           0.0041155,            0.003741,           0.0049906,           0.0049906,           0.0049906
                 255,             0.02755,            0.007503,            0.008147,             0.99067,                   1,               0.995,             0.87268,           0.0098451,           0.0036643,           0.0037143,           0.0049708,           0.0049708,           0.0049708
                 256,            0.021356,           0.0087293,           0.0071044,             0.99067,                   1,               0.995,             0.87268,           0.0098451,           0.0036643,           0.0037143,            0.004951,            0.004951,            0.004951
                 257,            0.024908,           0.0074293,            0.010224,             0.99023,                   1,               0.995,             0.69263,            0.012953,           0.0038205,           0.0036705,           0.0049312,           0.0049312,           0.0049312
                 258,            0.027395,           0.0066455,           0.0055585,             0.99023,                   1,               0.995,             0.69263,            0.012953,           0.0038205,           0.0036705,           0.0049114,           0.0049114,           0.0049114
                 259,            0.024603,           0.0067644,           0.0072754,             0.98977,                   1,               0.995,             0.89543,            0.015991,           0.0038492,           0.0036827,           0.0048916,           0.0048916,           0.0048916
                 260,            0.025918,           0.0092948,           0.0060627,             0.98977,                   1,               0.995,             0.89543,            0.015991,           0.0038492,           0.0036827,           0.0048718,           0.0048718,           0.0048718
                 261,            0.025364,           0.0058859,            0.010257,             0.98977,                   1,               0.995,              0.7431,            0.014409,           0.0038191,           0.0036916,            0.004852,            0.004852,            0.004852
                 262,            0.024198,           0.0091793,           0.0099987,             0.98977,                   1,               0.995,              0.7431,            0.014409,           0.0038191,           0.0036916,           0.0048322,           0.0048322,           0.0048322
                 263,            0.026104,             0.01145,           0.0069366,             0.98622,                   1,               0.995,             0.80824,            0.014897,           0.0037535,           0.0037118,           0.0048124,           0.0048124,           0.0048124
                 264,            0.029499,           0.0073998,            0.011061,             0.98622,                   1,               0.995,             0.80824,            0.014897,           0.0037535,           0.0037118,           0.0047926,           0.0047926,           0.0047926
                 265,            0.025728,           0.0092166,           0.0088025,             0.98937,                   1,               0.995,             0.77086,            0.015001,           0.0039077,           0.0037345,           0.0047728,           0.0047728,           0.0047728
                 266,            0.027205,            0.010428,            0.013673,             0.98937,                   1,               0.995,             0.77086,            0.015001,           0.0039077,           0.0037345,            0.004753,            0.004753,            0.004753
                 267,            0.027875,           0.0077271,           0.0064964,             0.98833,                   1,               0.995,              0.8343,             0.01197,           0.0038795,           0.0038091,           0.0047332,           0.0047332,           0.0047332
                 268,            0.021707,           0.0090541,            0.010512,             0.98833,                   1,               0.995,              0.8343,             0.01197,           0.0038795,           0.0038091,           0.0047134,           0.0047134,           0.0047134
                 269,            0.022985,           0.0088546,           0.0066684,             0.96021,             0.97584,               0.995,              0.6551,            0.013268,           0.0041125,           0.0038578,           0.0046936,           0.0046936,           0.0046936
                 270,            0.030886,           0.0094445,           0.0087456,             0.96021,             0.97584,               0.995,              0.6551,            0.013268,           0.0041125,           0.0038578,           0.0046738,           0.0046738,           0.0046738
                 271,            0.026089,           0.0075166,            0.010149,             0.98919,                   1,               0.995,             0.86908,            0.011822,           0.0037817,           0.0038116,            0.004654,            0.004654,            0.004654
                 272,            0.022899,           0.0065365,           0.0083712,             0.98919,                   1,               0.995,             0.86908,            0.011822,           0.0037817,           0.0038116,           0.0046342,           0.0046342,           0.0046342
                 273,            0.026401,           0.0083442,           0.0079933,             0.98958,                   1,               0.995,             0.74144,            0.010427,            0.003863,           0.0037848,           0.0046144,           0.0046144,           0.0046144
                 274,            0.023255,           0.0088539,             0.01385,             0.98958,                   1,               0.995,             0.74144,            0.010427,            0.003863,           0.0037848,           0.0045946,           0.0045946,           0.0045946
                 275,            0.021112,           0.0069786,           0.0091435,             0.99079,                   1,               0.995,             0.83012,           0.0097569,            0.003742,           0.0036786,           0.0045748,           0.0045748,           0.0045748
                 276,            0.020717,           0.0085639,           0.0075924,             0.99079,                   1,               0.995,             0.83012,           0.0097569,            0.003742,           0.0036786,            0.004555,            0.004555,            0.004555
                 277,            0.022919,           0.0067212,           0.0075234,              0.9911,                   1,               0.995,              0.7961,            0.012566,           0.0039378,           0.0036356,           0.0045352,           0.0045352,           0.0045352
                 278,            0.021275,           0.0088408,           0.0074811,              0.9911,                   1,               0.995,              0.7961,            0.012566,           0.0039378,           0.0036356,           0.0045154,           0.0045154,           0.0045154
                 279,            0.021434,           0.0078936,           0.0055843,             0.99166,                   1,               0.995,              0.8535,             0.00979,           0.0038106,           0.0035651,           0.0044956,           0.0044956,           0.0044956
                 280,            0.022562,           0.0097861,           0.0063896,             0.99166,                   1,               0.995,              0.8535,             0.00979,           0.0038106,           0.0035651,           0.0044758,           0.0044758,           0.0044758
                 281,            0.021375,           0.0096254,           0.0072992,             0.99197,                   1,               0.995,             0.89836,            0.013276,           0.0038441,           0.0035367,            0.004456,            0.004456,            0.004456
                 282,            0.023816,           0.0066359,            0.010889,             0.99197,                   1,               0.995,             0.89836,            0.013276,           0.0038441,           0.0035367,           0.0044362,           0.0044362,           0.0044362
                 283,            0.020067,           0.0064924,           0.0045303,             0.99254,                   1,               0.995,             0.91855,            0.010686,           0.0038087,           0.0034865,           0.0044164,           0.0044164,           0.0044164
                 284,            0.022422,           0.0075308,             0.01613,             0.99254,                   1,               0.995,             0.91855,            0.010686,           0.0038087,           0.0034865,           0.0043966,           0.0043966,           0.0043966
                 285,            0.022044,           0.0094389,           0.0079058,             0.99307,                   1,               0.995,             0.85862,            0.012731,           0.0038141,           0.0034622,           0.0043768,           0.0043768,           0.0043768
                 286,            0.021637,           0.0088771,           0.0070207,             0.99307,                   1,               0.995,             0.85862,            0.012731,           0.0038141,           0.0034622,            0.004357,            0.004357,            0.004357
                 287,            0.019901,           0.0059503,           0.0088237,             0.99347,                   1,               0.995,             0.82076,             0.01137,           0.0039341,           0.0034046,           0.0043372,           0.0043372,           0.0043372
                 288,            0.020921,           0.0080772,           0.0091071,             0.99347,                   1,               0.995,             0.82076,             0.01137,           0.0039341,           0.0034046,           0.0043174,           0.0043174,           0.0043174
                 289,            0.023002,           0.0068152,            0.012662,             0.99384,                   1,               0.995,             0.81641,            0.014623,           0.0040973,             0.00339,           0.0042976,           0.0042976,           0.0042976
                 290,            0.025962,           0.0081005,           0.0087845,             0.99384,                   1,               0.995,             0.81641,            0.014623,           0.0040973,             0.00339,           0.0042778,           0.0042778,           0.0042778
                 291,            0.023001,           0.0087687,            0.004919,             0.99385,                   1,               0.995,              0.8109,            0.011368,           0.0039808,           0.0033746,            0.004258,            0.004258,            0.004258
                 292,            0.024065,           0.0066287,           0.0072789,             0.99385,                   1,               0.995,              0.8109,            0.011368,           0.0039808,           0.0033746,           0.0042382,           0.0042382,           0.0042382
                 293,            0.026824,             0.00719,           0.0085208,             0.99401,                   1,               0.995,             0.86093,            0.014181,           0.0039035,           0.0033479,           0.0042184,           0.0042184,           0.0042184
                 294,            0.020145,           0.0064164,           0.0047699,             0.99401,                   1,               0.995,             0.86093,            0.014181,           0.0039035,           0.0033479,           0.0041986,           0.0041986,           0.0041986
                 295,            0.017238,           0.0061378,           0.0050214,             0.99429,                   1,               0.995,             0.81254,            0.011088,           0.0038637,           0.0033422,           0.0041788,           0.0041788,           0.0041788
                 296,            0.022699,           0.0066884,           0.0063408,             0.99429,                   1,               0.995,             0.81254,            0.011088,           0.0038637,           0.0033422,            0.004159,            0.004159,            0.004159
                 297,            0.021025,           0.0080403,           0.0052789,              0.9938,                   1,               0.995,             0.84545,             0.01269,           0.0038637,           0.0033503,           0.0041392,           0.0041392,           0.0041392
                 298,            0.026323,           0.0084148,           0.0071297,              0.9938,                   1,               0.995,             0.84545,             0.01269,           0.0038637,           0.0033503,           0.0041194,           0.0041194,           0.0041194
                 299,            0.022529,           0.0078381,            0.010475,             0.99397,                   1,               0.995,             0.84192,            0.011575,           0.0038638,           0.0033187,           0.0040996,           0.0040996,           0.0040996
                 300,            0.021856,            0.010779,           0.0076833,             0.99397,                   1,               0.995,             0.84192,            0.011575,           0.0038638,           0.0033187,           0.0040798,           0.0040798,           0.0040798
                 301,            0.021908,           0.0092819,           0.0083037,             0.99386,                   1,               0.995,             0.81199,            0.011324,           0.0038915,           0.0032846,             0.00406,             0.00406,             0.00406
                 302,            0.023595,           0.0072185,           0.0068206,             0.99386,                   1,               0.995,             0.81199,            0.011324,           0.0038915,           0.0032846,           0.0040402,           0.0040402,           0.0040402
                 303,            0.016839,           0.0063694,           0.0068483,             0.99408,                   1,               0.995,             0.88853,            0.013349,            0.004018,           0.0032879,           0.0040204,           0.0040204,           0.0040204
                 304,            0.019852,           0.0053464,           0.0074094,             0.99408,                   1,               0.995,             0.88853,            0.013349,            0.004018,           0.0032879,           0.0040006,           0.0040006,           0.0040006
                 305,             0.02039,           0.0080394,           0.0048843,             0.99406,                   1,               0.995,             0.89367,            0.011523,           0.0036942,           0.0032538,           0.0039808,           0.0039808,           0.0039808
                 306,             0.02408,            0.008772,           0.0097529,             0.99406,                   1,               0.995,             0.89367,            0.011523,           0.0036942,           0.0032538,            0.003961,            0.003961,            0.003961
                 307,            0.019697,            0.007916,           0.0062913,             0.99254,                   1,               0.995,             0.77456,            0.013484,           0.0038946,           0.0032255,           0.0039412,           0.0039412,           0.0039412
                 308,            0.025738,           0.0055845,             0.00633,             0.99254,                   1,               0.995,             0.77456,            0.013484,           0.0038946,           0.0032255,           0.0039214,           0.0039214,           0.0039214
                 309,            0.022646,           0.0069414,           0.0045674,             0.99419,                   1,               0.995,             0.81325,            0.012281,             0.00381,            0.003202,           0.0039016,           0.0039016,           0.0039016
                 310,            0.024525,           0.0075925,           0.0063395,             0.99419,                   1,               0.995,             0.81325,            0.012281,             0.00381,            0.003202,           0.0038818,           0.0038818,           0.0038818
                 311,            0.019477,           0.0068079,           0.0046094,             0.99421,                   1,               0.995,             0.82948,            0.011807,           0.0039715,           0.0031866,            0.003862,            0.003862,            0.003862
                 312,            0.021759,           0.0069706,           0.0049967,             0.99421,                   1,               0.995,             0.82948,            0.011807,           0.0039715,           0.0031866,           0.0038422,           0.0038422,           0.0038422
                 313,            0.020627,             0.01011,           0.0047483,             0.99419,                   1,               0.995,             0.84808,           0.0095925,           0.0038398,           0.0031404,           0.0038224,           0.0038224,           0.0038224
                 314,            0.021658,           0.0070202,           0.0035816,             0.99419,                   1,               0.995,             0.84808,           0.0095925,           0.0038398,           0.0031404,           0.0038026,           0.0038026,           0.0038026
                 315,            0.023566,           0.0082918,            0.006916,              0.9937,                   1,               0.995,             0.83291,            0.011509,           0.0040208,           0.0031371,           0.0037828,           0.0037828,           0.0037828
                 316,            0.016435,           0.0085516,            0.010452,              0.9937,                   1,               0.995,             0.83291,            0.011509,           0.0040208,           0.0031371,            0.003763,            0.003763,            0.003763
                 317,            0.020794,           0.0076953,           0.0051133,             0.99386,                   1,               0.995,             0.83893,           0.0099213,           0.0039189,           0.0031144,           0.0037432,           0.0037432,           0.0037432
                 318,            0.019682,           0.0062332,           0.0089526,             0.99386,                   1,               0.995,             0.83893,           0.0099213,           0.0039189,           0.0031144,           0.0037234,           0.0037234,           0.0037234
                 319,             0.01683,           0.0062888,           0.0088244,             0.99357,                   1,               0.995,             0.75565,            0.015253,           0.0042678,           0.0030658,           0.0037036,           0.0037036,           0.0037036
                 320,            0.021892,           0.0072091,           0.0049986,             0.99357,                   1,               0.995,             0.75565,            0.015253,           0.0042678,           0.0030658,           0.0036838,           0.0036838,           0.0036838
                 321,            0.023093,           0.0082616,           0.0062258,              0.9939,                   1,               0.995,             0.94869,           0.0086096,           0.0036626,           0.0030301,            0.003664,            0.003664,            0.003664
